0,hsa-mir-15a
1,hsa-mir-16
2,hsa-mir-143
3,hsa-mir-145
4,hsa-mir-223
5,hsa-mir-29a
6,hsa-mir-29c
7,hsa-mir-10b
8,hsa-mir-125b-1
9,hsa-mir-125b-2
10,hsa-mir-10a
11,hsa-mir-126
12,hsa-mir-17
13,hsa-let-7a-1
14,hsa-let-7a-2
15,hsa-let-7a-3
16,hsa-let-7b
17,hsa-let-7c
18,hsa-let-7d
19,hsa-let-7e
20,hsa-let-7f-1
21,hsa-let-7f-2
22,hsa-let-7g
23,hsa-let-7i
24,hsa-mir-181a-2
25,hsa-mir-181b-1
26,hsa-mir-181b-2
27,hsa-mir-181d
28,hsa-mir-155
29,hsa-mir-15b
30,hsa-mir-16-1
31,hsa-mir-16-2
32,hsa-mir-125a
33,hsa-mir-99b
34,hsa-mir-1-1
35,hsa-mir-1-2
36,hsa-mir-127
37,hsa-mir-130a
38,hsa-mir-144
39,hsa-mir-133a-1
40,hsa-mir-133a-2
41,hsa-mir-148a
42,hsa-mir-148b
43,hsa-mir-152
44,hsa-mir-150
45,hsa-mir-221
46,hsa-mir-128-1
47,hsa-mir-128-2
48,hsa-mir-96
49,hsa-mir-199a-1
50,hsa-mir-30b
51,hsa-mir-222
52,hsa-mir-182
53,hsa-mir-183
54,hsa-mir-141
55,hsa-mir-200c
56,hsa-mir-18a
57,hsa-mir-19a
58,hsa-mir-19b-1
59,hsa-mir-19b-2
60,hsa-mir-20a
61,hsa-mir-92a-1
62,hsa-mir-92a-2
63,hsa-mir-200b
64,hsa-mir-34a
65,hsa-mir-337
66,hsa-mir-338
67,hsa-mir-210
68,hsa-mir-296
69,hsa-mir-30d
70,hsa-mir-324
71,hsa-mir-346
72,hsa-mir-365a
73,hsa-mir-365b
74,hsa-mir-423
75,hsa-mir-484
76,hsa-mir-500a
77,hsa-mir-518b
78,hsa-mir-557
79,hsa-mir-596
80,hsa-mir-602
81,hsa-mir-611
82,hsa-mir-615
83,hsa-mir-629
84,hsa-mir-637
85,hsa-mir-642a
86,hsa-mir-654
87,hsa-mir-663a
88,hsa-mir-769
89,hsa-mir-99a
90,hsa-mir-199b
91,hsa-mir-378a
92,hsa-mir-454
93,hsa-mir-575
94,hsa-mir-22
95,hsa-mir-373
96,hsa-mir-451a
97,hsa-mir-363
98,hsa-mir-181c
99,hsa-mir-29b-2
100,hsa-mir-146a
101,hsa-mir-200a
102,hsa-mir-429
103,hsa-mir-106b
104,hsa-mir-107
105,hsa-mir-20b
106,hsa-mir-214
107,hsa-mir-216a
108,hsa-mir-217
109,hsa-mir-330
110,hsa-mir-452
111,hsa-mir-509-3
112,hsa-mir-517a
113,hsa-mir-518e
114,hsa-mir-519b
115,hsa-mir-593
116,hsa-mir-621
117,hsa-mir-646
118,hsa-mir-767
119,hsa-mir-191
120,hsa-mir-197
121,hsa-mir-21
122,hsa-mir-24-1
123,hsa-mir-24-2
124,hsa-mir-320a
125,hsa-mir-101-1
126,hsa-mir-101-2
127,hsa-mir-27a
128,hsa-mir-331
129,hsa-mir-29b-1
130,hsa-mir-424
131,hsa-mir-503
132,hsa-mir-28
133,hsa-mir-382
134,hsa-mir-26a-1
135,hsa-mir-26a-2
136,hsa-mir-30c-1
137,hsa-mir-30c-2
138,hsa-mir-199a-2
139,hsa-mir-192
140,hsa-mir-205
141,hsa-mir-103a-1
142,hsa-mir-103a-2
143,hsa-mir-100
144,hsa-mir-106a
145,hsa-mir-146b
146,hsa-mir-590
147,hsa-mir-342
148,hsa-mir-671
149,hsa-mir-375
150,hsa-mir-218-1
151,hsa-mir-218-2
152,hsa-mir-133b
153,hsa-mir-1469
154,hsa-mir-1471
155,hsa-mir-1915
156,hsa-mir-193a
157,hsa-mir-2355
158,hsa-mir-3130-1
159,hsa-mir-3130-2
160,hsa-mir-3186
161,hsa-mir-526a-1
162,hsa-mir-526a-2
163,hsa-mir-625
164,hsa-mir-718
165,hsa-mir-874
166,hsa-mir-508
167,hsa-mir-509-1
168,hsa-mir-509-2
169,hsa-mir-193b
170,hsa-mir-211
171,hsa-mir-30a
172,hsa-mir-519d
173,hsa-mir-525
174,hsa-mir-142
175,hsa-mir-302b
176,hsa-mir-302c
177,hsa-mir-367
178,hsa-mir-381
179,hsa-mir-154
180,hsa-mir-376b
181,hsa-mir-431
182,hsa-mir-361
183,hsa-mir-98
184,hsa-mir-409
185,hsa-mir-421
186,hsa-mir-186
187,hsa-mir-660
188,hsa-mir-198
189,hsa-mir-505
190,hsa-mir-26b
191,hsa-mir-532
192,hsa-mir-23a
193,hsa-mir-495
194,hsa-mir-9-1
195,hsa-mir-195
196,hsa-mir-33b
197,hsa-mir-374a
198,hsa-mir-31
199,hsa-mir-93
200,hsa-mir-130b
201,hsa-mir-335
202,hsa-mir-122
203,hsa-mir-708
204,hsa-mir-34b
205,hsa-mir-483
206,hsa-mir-204
207,hsa-mir-1297
208,hsa-mir-4505
209,hsa-mir-132
210,hsa-mir-25
211,hsa-mir-5100
212,hsa-mir-638
213,hsa-mir-632
214,hsa-mir-1246
215,hsa-mir-4732
216,hsa-mir-6088
217,hsa-mir-301b
218,hsa-mir-299
219,hsa-mir-151a
220,hsa-mir-377
221,hsa-mir-449b
222,hsa-mir-581
223,hsa-mir-140
224,hsa-mir-744
225,hsa-mir-520c
226,hsa-mir-523
227,hsa-mir-497
228,hsa-mir-181a-1
229,hsa-mir-362
230,hsa-mir-376c
231,hsa-mir-379
232,hsa-mir-432
233,hsa-mir-487b
234,hsa-mir-501
235,hsa-mir-323a
236,hsa-mir-370
237,hsa-mir-34c
238,hsa-mir-521-1
239,hsa-mir-521-2
240,hsa-mir-208b
241,hsa-mir-561
242,hsa-mir-298
243,hsa-mir-208a
244,hsa-mir-1224
245,hsa-mir-371a
246,hsa-mir-30e
247,hsa-mir-302a
248,hsa-mir-302d
249,hsa-mir-372
250,hsa-mir-326
251,hsa-mir-147a
252,hsa-mir-301a
253,hsa-mir-374b
254,hsa-mir-103b-1
255,hsa-mir-103b-2
256,hsa-mir-137
257,hsa-mir-9-2
258,hsa-mir-9-3
259,hsa-mir-499a
260,hsa-mir-224
261,hsa-mir-297
262,hsa-mir-574
263,hsa-mir-215
264,hsa-mir-411
265,hsa-mir-23b
266,hsa-mir-513a-1
267,hsa-mir-513a-2
268,hsa-mir-513b
269,hsa-mir-513c
270,hsa-mir-571
271,hsa-mir-652
272,hsa-mir-27b
273,hsa-mir-494
274,hsa-mir-129-1
275,hsa-mir-129-2
276,hsa-mir-206
277,hsa-mir-583
278,hsa-mir-134
279,hsa-mir-1825
280,hsa-mir-628
281,hsa-mir-451b
282,hsa-mir-2392
283,hsa-mir-3162
284,hsa-mir-4484
285,hsa-mir-433
286,hsa-mir-185
287,hsa-mir-425
288,hsa-mir-545
289,hsa-mir-33a
290,hsa-mir-139
291,hsa-mir-196b
292,hsa-mir-4417
293,hsa-mir-758
294,hsa-mir-491
295,hsa-mir-410
296,hsa-mir-544a
297,hsa-mir-597
298,hsa-mir-636
299,hsa-mir-885
300,hsa-mir-3651
301,hsa-mir-1827
302,hsa-mir-1973
303,hsa-mir-3201
304,hsa-mir-3611
305,hsa-mir-3646
306,hsa-mir-3686
307,hsa-mir-3915
308,hsa-mir-4268
309,hsa-mir-4279
310,hsa-mir-4290
311,hsa-mir-498
312,hsa-mir-612
313,hsa-mir-665
314,hsa-mir-711
315,hsa-mir-943
316,hsa-mir-135b
317,hsa-mir-1207
318,hsa-mir-1237
319,hsa-mir-1288
320,hsa-mir-3620
321,hsa-mir-378i
322,hsa-mir-4721
323,hsa-mir-340
324,hsa-mir-576
325,hsa-mir-626
326,hsa-mir-645
327,hsa-mir-548q
328,hsa-mir-345
329,hsa-mir-519c
330,hsa-mir-1301
331,hsa-mir-136
332,hsa-mir-1538
333,hsa-mir-490
334,hsa-mir-1179
335,hsa-mir-1275
336,hsa-mir-212
337,hsa-mir-4739
338,hsa-mir-520b
339,hsa-mir-149
340,hsa-mir-765
341,hsa-mir-1225
342,hsa-mir-4294
343,hsa-mir-4476
344,hsa-mir-4530
345,hsa-mir-6075
346,hsa-mir-6799
347,hsa-mir-6836
348,hsa-mir-6880
349,hsa-mir-188
350,hsa-mir-18b
351,hsa-mir-517c
352,hsa-mir-328
353,hsa-mir-639
354,hsa-mir-187
355,hsa-mir-202
356,hsa-mir-3149
357,hsa-mir-572
358,hsa-mir-32
359,hsa-mir-520h
360,hsa-mir-383
361,hsa-mir-586
362,hsa-mir-485
363,hsa-mir-92b
364,hsa-mir-3662
365,hsa-mir-944
366,hsa-mir-520d
367,hsa-mir-216b
368,hsa-mir-449a
369,hsa-mir-764
370,hsa-mir-579
371,hsa-mir-500b
372,hsa-mir-942
373,hsa-mir-542
374,hsa-mir-4487
375,hsa-mir-4706
376,hsa-mir-4731
377,hsa-mir-506
378,hsa-mir-664a
379,hsa-mir-3151
380,hsa-mir-511
381,hsa-mir-339
382,hsa-mir-595
383,hsa-mir-939
384,hsa-mir-1183
385,hsa-mir-1299
386,hsa-mir-3960
387,hsa-mir-4534
388,hsa-mir-627
389,hsa-mir-3925
390,hsa-mir-4634
391,hsa-mir-4764
392,hsa-mir-2861
393,hsa-mir-1307
394,hsa-mir-6861
395,hsa-mir-6875
396,hsa-mir-3663
397,hsa-mir-4726
398,hsa-mir-7109
399,hsa-mir-940
400,hsa-mir-369
401,hsa-mir-938
402,hsa-mir-184
403,hsa-mir-3074
404,hsa-mir-4448
405,hsa-mir-4772
406,hsa-mir-489
407,hsa-mir-642b
408,hsa-mir-663b
409,hsa-mir-380
410,hsa-mir-556
411,hsa-mir-1266
412,hsa-mir-3171
413,hsa-mir-4666a
414,hsa-mir-892a
415,hsa-mir-1281
416,hsa-mir-3126
417,hsa-mir-892b
418,hsa-mir-455
419,hsa-mir-766
420,hsa-mir-524
421,hsa-mir-873
422,hsa-mir-598
423,hsa-mir-2110
424,hsa-mir-496
425,hsa-mir-6838
426,hsa-mir-539
427,hsa-mir-3613
428,hsa-mir-1229
429,hsa-mir-8084
430,hsa-mir-488
431,hsa-mir-95
432,hsa-mir-1260a
433,hsa-mir-1908
434,hsa-mir-7-2
435,hsa-mir-371b
436,hsa-mir-3135b
437,hsa-mir-4531
438,hsa-mir-4709
439,hsa-mir-4742
440,hsa-mir-4756
441,hsa-mir-4765
442,hsa-mir-5187
443,hsa-mir-5584
444,hsa-mir-647
445,hsa-mir-563
446,hsa-mir-3177
447,hsa-mir-1185-1
448,hsa-mir-1343
449,hsa-mir-4695
450,hsa-mir-6087
451,hsa-mir-6831
452,hsa-mir-516a-1
453,hsa-mir-516a-2
454,hsa-mir-516b-1
455,hsa-mir-516b-2
456,hsa-mir-518c
457,hsa-mir-600
458,hsa-mir-601
459,hsa-mir-608
460,hsa-mir-622
461,hsa-mir-657
462,hsa-mir-658
463,hsa-mir-662
464,hsa-mir-196a-1
465,hsa-mir-196a-2
466,hsa-mir-124-1
467,hsa-mir-124-2
468,hsa-mir-124-3
469,hsa-mir-1249
470,hsa-mir-422a
471,hsa-mir-550a-1
472,hsa-mir-550a-2
473,hsa-mir-584
474,hsa-mir-1254-1
475,hsa-mir-1233-1
476,hsa-mir-1233-2
477,hsa-mir-1290
478,hsa-mir-320b-1
479,hsa-mir-320b-2
480,hsa-mir-7-1
481,hsa-mir-614
482,hsa-mir-648
483,hsa-mir-1323
484,hsa-mir-4257
485,hsa-mir-4306
486,hsa-mir-922
487,hsa-mir-592
488,hsa-mir-7-3
489,hsa-mir-151b
490,hsa-mir-655
491,hsa-mir-760
492,hsa-mir-378b
493,hsa-mir-378c
494,hsa-mir-378d-1
495,hsa-mir-378d-2
496,hsa-mir-378e
497,hsa-mir-378f
498,hsa-mir-378g
499,hsa-mir-378h
500,hsa-mir-5010
501,hsa-mir-802
502,hsa-mir-4449
503,hsa-mir-4454
504,hsa-mir-300
505,hsa-mir-4649
506,hsa-mir-551b
507,hsa-mir-1255a
508,hsa-mir-520g
509,hsa-mir-1260b
510,hsa-mir-4508
511,hsa-mir-3667
512,hsa-mir-1236
513,hsa-mir-567
514,hsa-mir-502
515,hsa-mir-325
516,hsa-mir-5586
517,hsa-mir-4728
518,hsa-mir-1296
519,hsa-mir-6826
520,hsa-mir-651
521,hsa-mir-510
522,hsa-mir-7705
523,hsa-mir-493
524,hsa-mir-548j
525,hsa-mir-1202
526,hsa-mir-522
527,hsa-mir-582
528,hsa-mir-888
529,hsa-mir-1273g
530,hsa-mir-6126
531,hsa-mir-6780b
532,hsa-mir-1227
533,hsa-mir-675
534,hsa-mir-1256
535,hsa-mir-1286
536,hsa-mir-1287
537,hsa-mir-641
538,hsa-mir-1258
539,hsa-mir-570
540,hsa-mir-1271
541,hsa-mir-4532
542,hsa-mir-203a
543,hsa-mir-153-2
544,hsa-mir-194-1
545,hsa-mir-659
546,hsa-mir-492
547,hsa-mir-519e
548,hsa-mir-569
549,hsa-mir-519a-1
550,hsa-mir-519a-2
551,hsa-mir-520a
552,hsa-mir-520e
553,hsa-mir-520f
554,hsa-mir-1302-1
555,hsa-mir-1302-2
556,hsa-mir-1302-3
557,hsa-mir-1302-4
558,hsa-mir-1302-5
559,hsa-mir-1302-6
560,hsa-mir-1302-7
561,hsa-mir-1302-8
562,hsa-mir-605
563,hsa-mir-1273c
564,hsa-mir-1303
565,hsa-mir-499b
566,hsa-mir-1231
567,hsa-mir-624
568,hsa-mir-526b
569,hsa-mir-3649
570,hsa-mir-2278
571,hsa-mir-4436b-1
572,hsa-mir-4436b-2
573,hsa-mir-603
574,hsa-mir-4513
575,hsa-mir-604
576,hsa-mir-2682
577,hsa-mir-1206
578,hsa-mir-548ac
579,hsa-mir-320e
580,hsa-mir-4293
581,hsa-mir-3622a
582,hsa-mir-5582
583,hsa-mir-551a
584,hsa-mir-618
585,hsa-mir-1273d
586,hsa-mir-4639
587,hsa-mir-1269b
588,hsa-mir-3131
589,hsa-mir-1269a
590,hsa-mir-1203
591,hsa-mir-6720
592,hsa-mir-6886
593,hsa-mir-3161
594,hsa-mir-589
595,hsa-mir-135a-1
596,hsa-mir-135a-2
597,hsa-mir-512-2
598,hsa-mir-548d-1
599,hsa-mir-548d-2
600,hsa-mir-4282
601,hsa-mir-138-1
602,hsa-mir-138-2
603,hsa-mir-630
604,hsa-mir-937
605,hsa-mir-573
606,hsa-mir-634
607,hsa-mir-448
608,hsa-mir-1180
609,hsa-mir-548an
610,hsa-mir-541
611,hsa-mir-613
612,hsa-mir-610
613,hsa-mir-3178
614,hsa-mir-661
615,hsa-mir-599
616,hsa-mir-640
617,hsa-mir-1181
618,hsa-mir-650
619,hsa-mir-194-2
620,hsa-mir-153-1
621,hsa-mir-302f
622,hsa-mir-617
623,hsa-mir-941-1
624,hsa-mir-941-3
625,hsa-mir-941-4
626,hsa-mir-376a-1
627,hsa-mir-376a-2
628,hsa-mir-504
629,hsa-mir-190a
630,hsa-mir-190b
631,hsa-mir-323b
632,hsa-mir-329-1
633,hsa-mir-329-2
634,hsa-mir-515-1
635,hsa-mir-515-2
636,hsa-mir-1228
637,hsa-mir-1234
638,hsa-mir-1321
639,hsa-mir-877
640,hsa-mir-4423
641,hsa-mir-4723
642,hsa-mir-4661
643,hsa-mir-4758
644,hsa-mir-2909
645,hsa-mir-552
646,hsa-mir-3144
647,hsa-mir-1291
648,hsa-mir-566
649,hsa-mir-384
650,hsa-mir-3127
651,hsa-mir-578
652,hsa-mir-1226
653,hsa-mir-558
654,hsa-mir-3189
655,hsa-mir-1270
656,hsa-mir-1204
657,hsa-mir-577
658,hsa-mir-548c
659,hsa-mir-889
660,hsa-mir-1238
661,hsa-mir-449c
662,hsa-mir-1264
663,hsa-mir-4295
664,hsa-mir-4286
665,hsa-mir-5193
666,hsa-mir-4446
667,hsa-mir-3619
668,hsa-mir-4697
669,hsa-mir-543
670,hsa-mir-4496
